"","Industry","AgeRange","Gender","Year","NLT_Claims","LT_Claims"
"569","Chemicals/Process","60-64","Male","X2012",122,37
"570","Chemicals/Process","60-64","Male","X2013",101,37
"571","Chemicals/Process","60-64","Male","X2014",111,42
"572","Chemicals/Process","60-64","Male","X2015",101,32
"573","Chemicals/Process","60-64","Male","X2016",125,37
"574","Chemicals/Process","60-64","Male","X2017",135,56
"575","Chemicals/Process","60-64","Male","X2018",149,57
"576","Chemicals/Process","60-64","Male","X2019",157,42
"577","Chemicals/Process","65+","Female","X2011",12,1
"578","Chemicals/Process","65+","Female","X2012",13,3
"579","Chemicals/Process","65+","Female","X2013",11,1
"580","Chemicals/Process","65+","Female","X2014",13,2
"581","Chemicals/Process","65+","Female","X2015",14,4
"582","Chemicals/Process","65+","Female","X2016",13,2
"583","Chemicals/Process","65+","Female","X2017",20,2
"584","Chemicals/Process","65+","Female","X2018",17,3
"585","Chemicals/Process","65+","Female","X2019",21,3
"586","Chemicals/Process","65+","Male","X2011",53,10
"587","Chemicals/Process","65+","Male","X2012",65,5
"588","Chemicals/Process","65+","Male","X2013",67,11
"589","Chemicals/Process","65+","Male","X2014",68,15
"590","Chemicals/Process","65+","Male","X2015",85,20
"591","Chemicals/Process","65+","Male","X2016",79,19
"592","Chemicals/Process","65+","Male","X2017",96,8
"593","Chemicals/Process","65+","Male","X2018",86,11
"594","Chemicals/Process","65+","Male","X2019",98,25
"595","Construction","15-19","Female","X2011",7,2
"596","Construction","15-19","Female","X2012",17,2
"597","Construction","15-19","Female","X2013",9,10
"598","Construction","15-19","Female","X2014",11,5
"599","Construction","15-19","Female","X2015",24,5
"600","Construction","15-19","Female","X2016",17,3
"601","Construction","15-19","Female","X2017",13,7
"602","Construction","15-19","Female","X2018",13,7
"603","Construction","15-19","Female","X2019",26,10
"604","Construction","15-19","Male","X2011",454,115
"605","Construction","15-19","Male","X2012",451,127
"606","Construction","15-19","Male","X2013",493,133
"607","Construction","15-19","Male","X2014",462,135
"608","Construction","15-19","Male","X2015",445,110
"609","Construction","15-19","Male","X2016",394,141
"610","Construction","15-19","Male","X2017",495,118
"611","Construction","15-19","Male","X2018",469,156
"612","Construction","15-19","Male","X2019",548,170
"613","Construction","20-24","Female","X2011",41,8
"614","Construction","20-24","Female","X2012",54,17
"615","Construction","20-24","Female","X2013",53,22
"616","Construction","20-24","Female","X2014",73,17
"617","Construction","20-24","Female","X2015",56,21
"618","Construction","20-24","Female","X2016",59,18
"619","Construction","20-24","Female","X2017",61,23
"620","Construction","20-24","Female","X2018",83,23
"621","Construction","20-24","Female","X2019",81,21
"622","Construction","20-24","Male","X2011",1929,530
"623","Construction","20-24","Male","X2012",2011,515
"624","Construction","20-24","Male","X2013",2193,524
"625","Construction","20-24","Male","X2014",2119,521
"626","Construction","20-24","Male","X2015",1909,543
"627","Construction","20-24","Male","X2016",1999,565
"628","Construction","20-24","Male","X2017",2074,636
"629","Construction","20-24","Male","X2018",2019,581
"630","Construction","20-24","Male","X2019",2104,596
"631","Construction","25-29","Female","X2011",55,12
"632","Construction","25-29","Female","X2012",39,15
"633","Construction","25-29","Female","X2013",57,11
"634","Construction","25-29","Female","X2014",58,15
"635","Construction","25-29","Female","X2015",61,22
"636","Construction","25-29","Female","X2016",73,26
"637","Construction","25-29","Female","X2017",75,17
"638","Construction","25-29","Female","X2018",92,23
"639","Construction","25-29","Female","X2019",105,17
"640","Construction","25-29","Male","X2011",2200,615
"641","Construction","25-29","Male","X2012",2246,619
"642","Construction","25-29","Male","X2013",2415,620
"643","Construction","25-29","Male","X2014",2350,601
"644","Construction","25-29","Male","X2015",2247,603
"645","Construction","25-29","Male","X2016",2274,686
"646","Construction","25-29","Male","X2017",2402,719
"647","Construction","25-29","Male","X2018",2475,731
"648","Construction","25-29","Male","X2019",2515,711
"649","Construction","30-34","Female","X2011",38,7
"650","Construction","30-34","Female","X2012",31,11
"651","Construction","30-34","Female","X2013",48,17
"652","Construction","30-34","Female","X2014",35,13
"653","Construction","30-34","Female","X2015",51,22
"654","Construction","30-34","Female","X2016",56,23
"655","Construction","30-34","Female","X2017",45,12
"656","Construction","30-34","Female","X2018",70,16
"657","Construction","30-34","Female","X2019",65,23
"658","Construction","30-34","Male","X2011",1830,547
"659","Construction","30-34","Male","X2012",1923,552
"660","Construction","30-34","Male","X2013",2022,626
"661","Construction","30-34","Male","X2014",2096,553
"662","Construction","30-34","Male","X2015",1993,526
"663","Construction","30-34","Male","X2016",1974,566
"664","Construction","30-34","Male","X2017",2100,654
"665","Construction","30-34","Male","X2018",2175,634
"666","Construction","30-34","Male","X2019",2218,655
"667","Construction","35-39","Female","X2011",36,17
"668","Construction","35-39","Female","X2012",26,8
"669","Construction","35-39","Female","X2013",39,14
"670","Construction","35-39","Female","X2014",35,18
"671","Construction","35-39","Female","X2015",49,22
"672","Construction","35-39","Female","X2016",39,9
"673","Construction","35-39","Female","X2017",42,12
"674","Construction","35-39","Female","X2018",54,17
"675","Construction","35-39","Female","X2019",44,18
"676","Construction","35-39","Male","X2011",1400,454
"677","Construction","35-39","Male","X2012",1484,455
"678","Construction","35-39","Male","X2013",1593,469
"679","Construction","35-39","Male","X2014",1603,474
"680","Construction","35-39","Male","X2015",1553,452
"681","Construction","35-39","Male","X2016",1604,522
"682","Construction","35-39","Male","X2017",1633,562
"683","Construction","35-39","Male","X2018",1717,551
"684","Construction","35-39","Male","X2019",1885,586
"685","Construction","40-44","Female","X2011",23,14
"686","Construction","40-44","Female","X2012",32,16
"687","Construction","40-44","Female","X2013",20,11
"688","Construction","40-44","Female","X2014",40,15
"689","Construction","40-44","Female","X2015",22,14
"690","Construction","40-44","Female","X2016",34,10
"691","Construction","40-44","Female","X2017",41,12
"692","Construction","40-44","Female","X2018",39,17
"693","Construction","40-44","Female","X2019",38,15
"694","Construction","40-44","Male","X2011",1334,460
"695","Construction","40-44","Male","X2012",1359,454
"696","Construction","40-44","Male","X2013",1341,442
"697","Construction","40-44","Male","X2014",1332,420
"698","Construction","40-44","Male","X2015",1172,393
"699","Construction","40-44","Male","X2016",1256,408
"700","Construction","40-44","Male","X2017",1278,441
"701","Construction","40-44","Male","X2018",1327,429
"702","Construction","40-44","Male","X2019",1453,445
"703","Construction","45-49","Female","X2011",35,10
"704","Construction","45-49","Female","X2012",34,9
"705","Construction","45-49","Female","X2013",42,15
"706","Construction","45-49","Female","X2014",40,14
"707","Construction","45-49","Female","X2015",32,15
"708","Construction","45-49","Female","X2016",37,20
"709","Construction","45-49","Female","X2017",36,9
"710","Construction","45-49","Female","X2018",33,13
"711","Construction","45-49","Female","X2019",40,14
"712","Construction","45-49","Male","X2011",1407,523
"713","Construction","45-49","Male","X2012",1419,478
"714","Construction","45-49","Male","X2013",1446,491
"715","Construction","45-49","Male","X2014",1336,471
"716","Construction","45-49","Male","X2015",1229,464
"717","Construction","45-49","Male","X2016",1150,428
"718","Construction","45-49","Male","X2017",1177,459
"719","Construction","45-49","Male","X2018",1206,386
"720","Construction","45-49","Male","X2019",1183,421
"721","Construction","50-54","Female","X2011",25,3
"722","Construction","50-54","Female","X2012",27,5
"723","Construction","50-54","Female","X2013",31,10
"724","Construction","50-54","Female","X2014",39,19
"725","Construction","50-54","Female","X2015",40,22
"726","Construction","50-54","Female","X2016",47,15
"727","Construction","50-54","Female","X2017",34,19
"728","Construction","50-54","Female","X2018",38,9
"729","Construction","50-54","Female","X2019",29,14
"730","Construction","50-54","Male","X2011",1121,434
"731","Construction","50-54","Male","X2012",1133,435
"732","Construction","50-54","Male","X2013",1184,438
"733","Construction","50-54","Male","X2014",1204,488
"734","Construction","50-54","Male","X2015",1190,449
"735","Construction","50-54","Male","X2016",1204,503
"736","Construction","50-54","Male","X2017",1259,476
"737","Construction","50-54","Male","X2018",1313,478
"738","Construction","50-54","Male","X2019",1135,456
"739","Construction","55-59","Female","X2011",12,4
"740","Construction","55-59","Female","X2012",21,6
"741","Construction","55-59","Female","X2013",15,9
"742","Construction","55-59","Female","X2014",19,7
"743","Construction","55-59","Female","X2015",23,10
"744","Construction","55-59","Female","X2016",19,8
"745","Construction","55-59","Female","X2017",24,11
"746","Construction","55-59","Female","X2018",17,6
"747","Construction","55-59","Female","X2019",34,9
"748","Construction","55-59","Male","X2011",753,232
"749","Construction","55-59","Male","X2012",751,272
"750","Construction","55-59","Male","X2013",827,318
"751","Construction","55-59","Male","X2014",862,310
"752","Construction","55-59","Male","X2015",819,340
"753","Construction","55-59","Male","X2016",912,375
"754","Construction","55-59","Male","X2017",1004,389
"755","Construction","55-59","Male","X2018",1166,383
"756","Construction","55-59","Male","X2019",1134,383
"757","Construction","60-64","Female","X2011",6,3
"758","Construction","60-64","Female","X2012",11,8
"759","Construction","60-64","Female","X2013",11,4
"760","Construction","60-64","Female","X2014",7,6
"761","Construction","60-64","Female","X2015",6,1
"762","Construction","60-64","Female","X2016",10,2
"763","Construction","60-64","Female","X2017",10,9
"764","Construction","60-64","Female","X2018",18,5
"765","Construction","60-64","Female","X2019",13,4
"766","Construction","60-64","Male","X2011",389,154
"767","Construction","60-64","Male","X2012",414,163
"768","Construction","60-64","Male","X2013",437,174
"769","Construction","60-64","Male","X2014",447,166
"770","Construction","60-64","Male","X2015",424,164
"771","Construction","60-64","Male","X2016",476,189
"772","Construction","60-64","Male","X2017",559,212
"773","Construction","60-64","Male","X2018",593,241
"774","Construction","60-64","Male","X2019",627,222
"775","Construction","65+","Female","X2011",1,1
"776","Construction","65+","Female","X2012",3,1
"777","Construction","65+","Female","X2013",8,2
"778","Construction","65+","Female","X2014",5,3
"779","Construction","65+","Female","X2015",9,1
"780","Construction","65+","Female","X2016",6,2
"781","Construction","65+","Female","X2017",19,2
"782","Construction","65+","Female","X2018",15,5
"783","Construction","65+","Female","X2019",42,6
"784","Construction","65+","Male","X2011",301,45
"785","Construction","65+","Male","X2012",295,39
"786","Construction","65+","Male","X2013",309,62
"787","Construction","65+","Male","X2014",326,59
"788","Construction","65+","Male","X2015",357,72
"789","Construction","65+","Male","X2016",397,76
"790","Construction","65+","Male","X2017",479,70
"791","Construction","65+","Male","X2018",483,79
"792","Construction","65+","Male","X2019",572,97
"793","Education","15-19","Female","X2011",93,27
"794","Education","15-19","Female","X2012",112,24
"795","Education","15-19","Female","X2013",114,30
"796","Education","15-19","Female","X2014",98,28
"797","Education","15-19","Female","X2015",83,28
"798","Education","15-19","Female","X2016",98,29
"799","Education","15-19","Female","X2017",87,29
"800","Education","15-19","Female","X2018",79,30
"801","Education","15-19","Female","X2019",79,34
"802","Education","15-19","Male","X2011",216,62
"803","Education","15-19","Male","X2012",224,66
"804","Education","15-19","Male","X2013",212,48
"805","Education","15-19","Male","X2014",186,56
"806","Education","15-19","Male","X2015",181,49
"807","Education","15-19","Male","X2016",166,55
"808","Education","15-19","Male","X2017",149,61
"809","Education","15-19","Male","X2018",162,63
"810","Education","15-19","Male","X2019",132,89
"811","Education","20-24","Female","X2011",47,19
"812","Education","20-24","Female","X2012",59,15
"813","Education","20-24","Female","X2013",74,16
"814","Education","20-24","Female","X2014",71,30
"815","Education","20-24","Female","X2015",70,20
"816","Education","20-24","Female","X2016",64,27
"817","Education","20-24","Female","X2017",86,22
"818","Education","20-24","Female","X2018",75,24
"819","Education","20-24","Female","X2019",80,40
"820","Education","20-24","Male","X2011",36,18
"821","Education","20-24","Male","X2012",51,15
"822","Education","20-24","Male","X2013",53,7
"823","Education","20-24","Male","X2014",48,14
"824","Education","20-24","Male","X2015",42,11
"825","Education","20-24","Male","X2016",39,13
"826","Education","20-24","Male","X2017",43,15
"827","Education","20-24","Male","X2018",39,18
"828","Education","20-24","Male","X2019",44,22
"829","Education","25-29","Female","X2011",67,23
"830","Education","25-29","Female","X2012",56,32
"831","Education","25-29","Female","X2013",56,18
"832","Education","25-29","Female","X2014",87,19
"833","Education","25-29","Female","X2015",67,16
"834","Education","25-29","Female","X2016",64,25
"835","Education","25-29","Female","X2017",66,19
"836","Education","25-29","Female","X2018",58,30
"837","Education","25-29","Female","X2019",79,32
"838","Education","25-29","Male","X2011",46,6
"839","Education","25-29","Male","X2012",34,7
"840","Education","25-29","Male","X2013",45,12
"841","Education","25-29","Male","X2014",47,7
"842","Education","25-29","Male","X2015",24,9
"843","Education","25-29","Male","X2016",40,15
"844","Education","25-29","Male","X2017",38,13
"845","Education","25-29","Male","X2018",41,8
"846","Education","25-29","Male","X2019",38,18
"847","Education","30-34","Female","X2011",49,15
"848","Education","30-34","Female","X2012",49,24
"849","Education","30-34","Female","X2013",64,19
"850","Education","30-34","Female","X2014",62,25
"851","Education","30-34","Female","X2015",55,18
"852","Education","30-34","Female","X2016",51,33
"853","Education","30-34","Female","X2017",58,30
"854","Education","30-34","Female","X2018",52,21
"855","Education","30-34","Female","X2019",56,36
"856","Education","30-34","Male","X2011",29,16
"857","Education","30-34","Male","X2012",42,18
"858","Education","30-34","Male","X2013",49,15
"859","Education","30-34","Male","X2014",56,18
"860","Education","30-34","Male","X2015",30,5
"861","Education","30-34","Male","X2016",27,13
"862","Education","30-34","Male","X2017",32,19
"863","Education","30-34","Male","X2018",38,13
"864","Education","30-34","Male","X2019",31,20
"865","Education","35-39","Female","X2011",50,22
"866","Education","35-39","Female","X2012",47,19
"867","Education","35-39","Female","X2013",60,27
"868","Education","35-39","Female","X2014",62,23
"869","Education","35-39","Female","X2015",63,20
"870","Education","35-39","Female","X2016",61,31
"871","Education","35-39","Female","X2017",68,26
"872","Education","35-39","Female","X2018",63,27
"873","Education","35-39","Female","X2019",87,35
"874","Education","35-39","Male","X2011",39,23
"875","Education","35-39","Male","X2012",32,16
"876","Education","35-39","Male","X2013",36,15
"877","Education","35-39","Male","X2014",29,24
"878","Education","35-39","Male","X2015",25,14
"879","Education","35-39","Male","X2016",24,17
"880","Education","35-39","Male","X2017",35,12
"881","Education","35-39","Male","X2018",24,29
"882","Education","35-39","Male","X2019",43,15
"883","Education","40-44","Female","X2011",67,34
"884","Education","40-44","Female","X2012",75,36
"885","Education","40-44","Female","X2013",67,41
"886","Education","40-44","Female","X2014",91,40
"887","Education","40-44","Female","X2015",65,30
"888","Education","40-44","Female","X2016",67,33
"889","Education","40-44","Female","X2017",74,34
"890","Education","40-44","Female","X2018",71,30
"891","Education","40-44","Female","X2019",72,51
"892","Education","40-44","Male","X2011",34,21
"893","Education","40-44","Male","X2012",44,24
"894","Education","40-44","Male","X2013",40,15
"895","Education","40-44","Male","X2014",39,29
"896","Education","40-44","Male","X2015",35,13
"897","Education","40-44","Male","X2016",30,19
"898","Education","40-44","Male","X2017",33,23
"899","Education","40-44","Male","X2018",33,14
"900","Education","40-44","Male","X2019",35,16
"901","Education","45-49","Female","X2011",94,48
"902","Education","45-49","Female","X2012",94,44
"903","Education","45-49","Female","X2013",81,45
"904","Education","45-49","Female","X2014",92,38
"905","Education","45-49","Female","X2015",87,46
"906","Education","45-49","Female","X2016",62,46
"907","Education","45-49","Female","X2017",81,37
"908","Education","45-49","Female","X2018",88,50
"909","Education","45-49","Female","X2019",86,41
"910","Education","45-49","Male","X2011",51,28
"911","Education","45-49","Male","X2012",53,25
"912","Education","45-49","Male","X2013",40,28
"913","Education","45-49","Male","X2014",37,27
"914","Education","45-49","Male","X2015",48,14
"915","Education","45-49","Male","X2016",53,16
"916","Education","45-49","Male","X2017",33,20
"917","Education","45-49","Male","X2018",37,20
"918","Education","45-49","Male","X2019",54,22
"919","Education","50-54","Female","X2011",109,67
"920","Education","50-54","Female","X2012",123,54
"921","Education","50-54","Female","X2013",102,50
"922","Education","50-54","Female","X2014",105,76
"923","Education","50-54","Female","X2015",101,64
"924","Education","50-54","Female","X2016",96,58
"925","Education","50-54","Female","X2017",77,63
"926","Education","50-54","Female","X2018",95,75
"927","Education","50-54","Female","X2019",110,57
"928","Education","50-54","Male","X2011",55,36
"929","Education","50-54","Male","X2012",46,36
"930","Education","50-54","Male","X2013",57,30
"931","Education","50-54","Male","X2014",58,35
"932","Education","50-54","Male","X2015",73,27
"933","Education","50-54","Male","X2016",46,24
"934","Education","50-54","Male","X2017",64,31
"935","Education","50-54","Male","X2018",45,22
"936","Education","50-54","Male","X2019",62,34
"937","Education","55-59","Female","X2011",91,53
"938","Education","55-59","Female","X2012",81,44
"939","Education","55-59","Female","X2013",86,53
"940","Education","55-59","Female","X2014",91,60
"941","Education","55-59","Female","X2015",83,45
"942","Education","55-59","Female","X2016",78,42
"943","Education","55-59","Female","X2017",86,52
"944","Education","55-59","Female","X2018",98,64
"945","Education","55-59","Female","X2019",120,63
"946","Education","55-59","Male","X2011",44,33
"947","Education","55-59","Male","X2012",51,19
"948","Education","55-59","Male","X2013",47,26
"949","Education","55-59","Male","X2014",59,37
"950","Education","55-59","Male","X2015",58,23
"951","Education","55-59","Male","X2016",50,30
"952","Education","55-59","Male","X2017",54,31
"953","Education","55-59","Male","X2018",60,45
"954","Education","55-59","Male","X2019",55,32
"955","Education","60-64","Female","X2011",45,24
"956","Education","60-64","Female","X2012",47,34
"957","Education","60-64","Female","X2013",47,31
"958","Education","60-64","Female","X2014",56,36
"959","Education","60-64","Female","X2015",44,32
"960","Education","60-64","Female","X2016",66,29
"961","Education","60-64","Female","X2017",41,35
"962","Education","60-64","Female","X2018",72,34
"963","Education","60-64","Female","X2019",66,53
"964","Education","60-64","Male","X2011",36,13
"965","Education","60-64","Male","X2012",30,17
"966","Education","60-64","Male","X2013",35,9
"967","Education","60-64","Male","X2014",31,19
"968","Education","60-64","Male","X2015",31,20
"969","Education","60-64","Male","X2016",34,18
"970","Education","60-64","Male","X2017",32,18
"971","Education","60-64","Male","X2018",27,17
"972","Education","60-64","Male","X2019",47,21
"973","Education","65+","Female","X2011",7,5
"974","Education","65+","Female","X2012",7,9
"975","Education","65+","Female","X2013",17,14
"976","Education","65+","Female","X2014",17,5
"977","Education","65+","Female","X2015",11,9
"978","Education","65+","Female","X2016",23,9
"979","Education","65+","Female","X2017",19,16
"980","Education","65+","Female","X2018",28,21
"981","Education","65+","Female","X2019",24,20
"982","Education","65+","Male","X2011",23,4
"983","Education","65+","Male","X2012",26,2
"984","Education","65+","Male","X2013",23,10
"985","Education","65+","Male","X2014",23,7
"986","Education","65+","Male","X2015",26,4
"987","Education","65+","Male","X2016",22,3
"988","Education","65+","Male","X2017",18,11
"989","Education","65+","Male","X2018",23,7
"990","Education","65+","Male","X2019",29,4
"991","Electrical","15-19","Female","X2011",1,1
"992","Electrical","15-19","Female","X2012",1,0
"993","Electrical","15-19","Female","X2013",2,0
"994","Electrical","15-19","Female","X2014",1,0
"995","Electrical","15-19","Female","X2015",1,0
"996","Electrical","15-19","Female","X2016",4,2
"997","Electrical","15-19","Female","X2017",3,2
"998","Electrical","15-19","Female","X2018",1,0
"999","Electrical","15-19","Female","X2019",4,1
"1000","Electrical","15-19","Male","X2011",19,5
"1001","Electrical","15-19","Male","X2012",20,4
"1002","Electrical","15-19","Male","X2013",19,4
"1003","Electrical","15-19","Male","X2014",26,3
"1004","Electrical","15-19","Male","X2015",15,1
"1005","Electrical","15-19","Male","X2016",17,2
"1006","Electrical","15-19","Male","X2017",15,5
"1007","Electrical","15-19","Male","X2018",19,2
"1008","Electrical","15-19","Male","X2019",19,6
"1009","Electrical","20-24","Female","X2011",9,6
"1010","Electrical","20-24","Female","X2012",7,2
"1011","Electrical","20-24","Female","X2013",11,2
"1012","Electrical","20-24","Female","X2014",14,1
"1013","Electrical","20-24","Female","X2015",11,4
"1014","Electrical","20-24","Female","X2016",9,4
"1015","Electrical","20-24","Female","X2017",11,1
"1016","Electrical","20-24","Female","X2018",16,6
"1017","Electrical","20-24","Female","X2019",15,3
"1018","Electrical","20-24","Male","X2011",136,24
"1019","Electrical","20-24","Male","X2012",130,22
"1020","Electrical","20-24","Male","X2013",159,35
"1021","Electrical","20-24","Male","X2014",166,22
"1022","Electrical","20-24","Male","X2015",140,23
"1023","Electrical","20-24","Male","X2016",146,25
"1024","Electrical","20-24","Male","X2017",121,32
"1025","Electrical","20-24","Male","X2018",146,33
"1026","Electrical","20-24","Male","X2019",160,21
"1027","Electrical","25-29","Female","X2011",18,7
"1028","Electrical","25-29","Female","X2012",18,7
"1029","Electrical","25-29","Female","X2013",15,6
"1030","Electrical","25-29","Female","X2014",15,4
"1031","Electrical","25-29","Female","X2015",18,7
"1032","Electrical","25-29","Female","X2016",12,9
"1033","Electrical","25-29","Female","X2017",13,3
"1034","Electrical","25-29","Female","X2018",23,6
"1035","Electrical","25-29","Female","X2019",17,8
"1036","Electrical","25-29","Male","X2011",220,38
"1037","Electrical","25-29","Male","X2012",227,47
"1038","Electrical","25-29","Male","X2013",238,36
"1039","Electrical","25-29","Male","X2014",213,32
"1040","Electrical","25-29","Male","X2015",208,40
"1041","Electrical","25-29","Male","X2016",210,45
"1042","Electrical","25-29","Male","X2017",227,37
"1043","Electrical","25-29","Male","X2018",217,51
"1044","Electrical","25-29","Male","X2019",206,67
"1045","Electrical","30-34","Female","X2011",30,9
"1046","Electrical","30-34","Female","X2012",27,7
"1047","Electrical","30-34","Female","X2013",25,12
"1048","Electrical","30-34","Female","X2014",20,4
"1049","Electrical","30-34","Female","X2015",13,6
"1050","Electrical","30-34","Female","X2016",19,9
"1051","Electrical","30-34","Female","X2017",14,3
"1052","Electrical","30-34","Female","X2018",18,4
"1053","Electrical","30-34","Female","X2019",15,7
"1054","Electrical","30-34","Male","X2011",192,33
"1055","Electrical","30-34","Male","X2012",201,36
"1056","Electrical","30-34","Male","X2013",231,33
"1057","Electrical","30-34","Male","X2014",242,44
"1058","Electrical","30-34","Male","X2015",215,56
"1059","Electrical","30-34","Male","X2016",219,43
"1060","Electrical","30-34","Male","X2017",233,54
"1061","Electrical","30-34","Male","X2018",213,54
"1062","Electrical","30-34","Male","X2019",207,55
"1063","Electrical","35-39","Female","X2011",16,3
"1064","Electrical","35-39","Female","X2012",12,5
"1065","Electrical","35-39","Female","X2013",23,6
"1066","Electrical","35-39","Female","X2014",16,6
"1067","Electrical","35-39","Female","X2015",7,2
"1068","Electrical","35-39","Female","X2016",15,5
"1069","Electrical","35-39","Female","X2017",8,4
"1070","Electrical","35-39","Female","X2018",19,5
"1071","Electrical","35-39","Female","X2019",5,4
"1072","Electrical","35-39","Male","X2011",142,37
"1073","Electrical","35-39","Male","X2012",142,30
"1074","Electrical","35-39","Male","X2013",185,32
"1075","Electrical","35-39","Male","X2014",184,33
"1076","Electrical","35-39","Male","X2015",144,28
"1077","Electrical","35-39","Male","X2016",154,32
"1078","Electrical","35-39","Male","X2017",181,43
"1079","Electrical","35-39","Male","X2018",169,47
"1080","Electrical","35-39","Male","X2019",149,33
"1081","Electrical","40-44","Female","X2011",24,4
"1082","Electrical","40-44","Female","X2012",28,4
"1083","Electrical","40-44","Female","X2013",17,1
"1084","Electrical","40-44","Female","X2014",12,5
"1085","Electrical","40-44","Female","X2015",12,6
"1086","Electrical","40-44","Female","X2016",19,5
"1087","Electrical","40-44","Female","X2017",9,4
"1088","Electrical","40-44","Female","X2018",7,5
"1089","Electrical","40-44","Female","X2019",14,7
"1090","Electrical","40-44","Male","X2011",159,48
"1091","Electrical","40-44","Male","X2012",147,36
"1092","Electrical","40-44","Male","X2013",182,38
"1093","Electrical","40-44","Male","X2014",136,40
"1094","Electrical","40-44","Male","X2015",112,30
"1095","Electrical","40-44","Male","X2016",127,37
"1096","Electrical","40-44","Male","X2017",122,35
"1097","Electrical","40-44","Male","X2018",148,34
"1098","Electrical","40-44","Male","X2019",135,36
"1099","Electrical","45-49","Female","X2011",38,10
"1100","Electrical","45-49","Female","X2012",29,7
"1101","Electrical","45-49","Female","X2013",33,4
"1102","Electrical","45-49","Female","X2014",22,5
"1103","Electrical","45-49","Female","X2015",7,6
"1104","Electrical","45-49","Female","X2016",15,6
"1105","Electrical","45-49","Female","X2017",13,8
"1106","Electrical","45-49","Female","X2018",17,5
"1107","Electrical","45-49","Female","X2019",13,7
"1108","Electrical","45-49","Male","X2011",177,55
"1109","Electrical","45-49","Male","X2012",193,40
"1110","Electrical","45-49","Male","X2013",187,26
"1111","Electrical","45-49","Male","X2014",189,39
"1112","Electrical","45-49","Male","X2015",122,35
"1113","Electrical","45-49","Male","X2016",129,41
"1114","Electrical","45-49","Male","X2017",114,31
"1115","Electrical","45-49","Male","X2018",101,32
"1116","Electrical","45-49","Male","X2019",93,31
"1117","Electrical","50-54","Female","X2011",20,12
"1118","Electrical","50-54","Female","X2012",22,6
"1119","Electrical","50-54","Female","X2013",27,4
"1120","Electrical","50-54","Female","X2014",24,6
"1121","Electrical","50-54","Female","X2015",16,7
"1122","Electrical","50-54","Female","X2016",16,6
"1123","Electrical","50-54","Female","X2017",18,3
"1124","Electrical","50-54","Female","X2018",16,8
"1125","Electrical","50-54","Female","X2019",14,10
"1126","Electrical","50-54","Male","X2011",154,43
"1127","Electrical","50-54","Male","X2012",177,32
"1128","Electrical","50-54","Male","X2013",196,40
"1129","Electrical","50-54","Male","X2014",180,34
"1130","Electrical","50-54","Male","X2015",155,27
"1131","Electrical","50-54","Male","X2016",160,38
"1132","Electrical","50-54","Male","X2017",141,42
"1133","Electrical","50-54","Male","X2018",124,24
"1134","Electrical","50-54","Male","X2019",117,35
"1135","Electrical","55-59","Female","X2011",11,4
"1136","Electrical","55-59","Female","X2012",24,3
"1137","Electrical","55-59","Female","X2013",16,2
"1138","Electrical","55-59","Female","X2014",11,2
"1139","Electrical","55-59","Female","X2015",16,2
"1140","Electrical","55-59","Female","X2016",15,9
"1141","Electrical","55-59","Female","X2017",11,4
"1142","Electrical","55-59","Female","X2018",13,4
"1143","Electrical","55-59","Female","X2019",14,7
"1144","Electrical","55-59","Male","X2011",108,23
"1145","Electrical","55-59","Male","X2012",113,20
"1146","Electrical","55-59","Male","X2013",105,25
"1147","Electrical","55-59","Male","X2014",111,23
"1148","Electrical","55-59","Male","X2015",103,32
"1149","Electrical","55-59","Male","X2016",91,29
"1150","Electrical","55-59","Male","X2017",103,36
"1151","Electrical","55-59","Male","X2018",88,32
"1152","Electrical","55-59","Male","X2019",102,35
"1153","Electrical","60-64","Female","X2011",5,0
"1154","Electrical","60-64","Female","X2012",5,1
"1155","Electrical","60-64","Female","X2013",5,4
"1156","Electrical","60-64","Female","X2014",5,2
"1157","Electrical","60-64","Female","X2015",7,3
"1158","Electrical","60-64","Female","X2016",7,2
"1159","Electrical","60-64","Female","X2017",4,5
"1160","Electrical","60-64","Female","X2018",4,3
"1161","Electrical","60-64","Female","X2019",6,7
"1162","Electrical","60-64","Male","X2011",66,15
"1163","Electrical","60-64","Male","X2012",55,10
"1164","Electrical","60-64","Male","X2013",45,14
"1165","Electrical","60-64","Male","X2014",47,5
"1166","Electrical","60-64","Male","X2015",47,7
"1167","Electrical","60-64","Male","X2016",43,16
"1168","Electrical","60-64","Male","X2017",46,13
"1169","Electrical","60-64","Male","X2018",47,14
"1170","Electrical","60-64","Male","X2019",43,11
"1171","Electrical","65+","Female","X2011",0,0
"1172","Electrical","65+","Female","X2012",1,0
"1173","Electrical","65+","Female","X2013",1,3
"1174","Electrical","65+","Female","X2014",2,1
"1175","Electrical","65+","Female","X2015",1,1
"1176","Electrical","65+","Female","X2016",3,1
"1177","Electrical","65+","Female","X2017",2,0
"1178","Electrical","65+","Female","X2018",3,2
"1179","Electrical","65+","Female","X2019",4,1
"1180","Electrical","65+","Male","X2011",27,4
"1181","Electrical","65+","Male","X2012",31,1
"1182","Electrical","65+","Male","X2013",29,3
"1183","Electrical","65+","Male","X2014",40,4
"1184","Electrical","65+","Male","X2015",35,8
"1185","Electrical","65+","Male","X2016",27,3
"1186","Electrical","65+","Male","X2017",27,3
"1187","Electrical","65+","Male","X2018",31,7
"1188","Electrical","65+","Male","X2019",29,6
