Industry Sector,Injury/Illness Year,Age Group,Gender,NoLostTime
Forestry,2016,NA,Female,0
Forestry,2017,15-19,Female,7
Forestry,2017,20-24,Female,9
Forestry,2017,25-29,Female,7
Forestry,2017,30-34,Female,5
Forestry,2017,35-39,Female,5
Forestry,2017,40-44,Female,10
Forestry,2017,45-49,Female,3
Forestry,2017,50-54,Female,5
Forestry,2017,55-59,Female,5
Forestry,2017,60-64,Female,1
Forestry,2017,65+,Female,1
Forestry,2017,NA,Female,0
Forestry,2018,15-19,Female,7
Forestry,2018,20-24,Female,24
Forestry,2018,25-29,Female,8
Forestry,2018,30-34,Female,4
Forestry,2018,35-39,Female,4
Forestry,2018,40-44,Female,9
Forestry,2018,45-49,Female,6
Forestry,2018,50-54,Female,1
Forestry,2018,55-59,Female,6
Forestry,2018,60-64,Female,2
Forestry,2018,65+,Female,3
Forestry,2018,NA,Female,0
Forestry,2019,15-19,Female,5
Forestry,2019,20-24,Female,26
Forestry,2019,25-29,Female,13
Forestry,2019,30-34,Female,3
Forestry,2019,35-39,Female,7
Forestry,2019,40-44,Female,11
Forestry,2019,45-49,Female,3
Forestry,2019,50-54,Female,8
Forestry,2019,55-59,Female,10
Forestry,2019,60-64,Female,4
Forestry,2019,65+,Female,6
Forestry,2019,NA,Female,0
Health Care,2011,15-19,Female,49
Health Care,2011,20-24,Female,688
Health Care,2011,25-29,Female,1256
Health Care,2011,30-34,Female,1156
Health Care,2011,35-39,Female,1317
Health Care,2011,40-44,Female,1505
Health Care,2011,45-49,Female,1804
Health Care,2011,50-54,Female,1676
Health Care,2011,55-59,Female,1265
Health Care,2011,60-64,Female,571
Health Care,2011,65+,Female,129
Health Care,2011,NA,Female,22
Health Care,2012,15-19,Female,52
Health Care,2012,20-24,Female,820
Health Care,2012,25-29,Female,1368
Health Care,2012,30-34,Female,1199
Health Care,2012,35-39,Female,1321
Health Care,2012,40-44,Female,1459
Health Care,2012,45-49,Female,1704
Health Care,2012,50-54,Female,1769
Health Care,2012,55-59,Female,1304
Health Care,2012,60-64,Female,664
Health Care,2012,65+,Female,168
Health Care,2012,NA,Female,16
Health Care,2013,15-19,Female,57
Health Care,2013,20-24,Female,765
Health Care,2013,25-29,Female,1403
Health Care,2013,30-34,Female,1262
Health Care,2013,35-39,Female,1334
Health Care,2013,40-44,Female,1553
Health Care,2013,45-49,Female,1683
Health Care,2013,50-54,Female,1839
Health Care,2013,55-59,Female,1319
Health Care,2013,60-64,Female,712
Health Care,2013,65+,Female,222
Health Care,2013,NA,Female,28
Health Care,2014,15-19,Female,65
Health Care,2014,20-24,Female,810
Health Care,2014,25-29,Female,1500
Health Care,2014,30-34,Female,1337
Health Care,2014,35-39,Female,1441
Health Care,2014,40-44,Female,1573
Health Care,2014,45-49,Female,1679
Health Care,2014,50-54,Female,1906
Health Care,2014,55-59,Female,1460
Health Care,2014,60-64,Female,739
Health Care,2014,65+,Female,230
Health Care,2014,NA,Female,22
Health Care,2015,15-19,Female,48
Health Care,2015,20-24,Female,825
Health Care,2015,25-29,Female,1390
Health Care,2015,30-34,Female,1375
Health Care,2015,35-39,Female,1289
Health Care,2015,40-44,Female,1480
Health Care,2015,45-49,Female,1587
Health Care,2015,50-54,Female,1891
Health Care,2015,55-59,Female,1373
Health Care,2015,60-64,Female,761
Health Care,2015,65+,Female,222
Health Care,2015,NA,Female,6
Health Care,2016,15-19,Female,62
Health Care,2016,20-24,Female,883
Health Care,2016,25-29,Female,1451
Health Care,2016,30-34,Female,1395
Health Care,2016,35-39,Female,1369
Health Care,2016,40-44,Female,1432
Health Care,2016,45-49,Female,1575
Health Care,2016,50-54,Female,1826
Health Care,2016,55-59,Female,1465
Health Care,2016,60-64,Female,781
Health Care,2016,65+,Female,237
Health Care,2016,NA,Female,1
Health Care,2017,15-19,Female,65
Health Care,2017,20-24,Female,878
Health Care,2017,25-29,Female,1628
Health Care,2017,30-34,Female,1488
Health Care,2017,35-39,Female,1466
Health Care,2017,40-44,Female,1458
Health Care,2017,45-49,Female,1655
Health Care,2017,50-54,Female,1855
Health Care,2017,55-59,Female,1613
Health Care,2017,60-64,Female,811
Health Care,2017,65+,Female,276
Health Care,2017,NA,Female,2
Health Care,2018,15-19,Female,92
Health Care,2018,20-24,Female,998
Health Care,2018,25-29,Female,1602
Health Care,2018,30-34,Female,1523
Health Care,2018,35-39,Female,1485
Health Care,2018,40-44,Female,1587
Health Care,2018,45-49,Female,1675
Health Care,2018,50-54,Female,1855
Health Care,2018,55-59,Female,1578
Health Care,2018,60-64,Female,884
Health Care,2018,65+,Female,281
Health Care,2018,NA,Female,6
Health Care,2019,15-19,Female,94
Health Care,2019,20-24,Female,1063
Health Care,2019,25-29,Female,1677
Health Care,2019,30-34,Female,1586
Health Care,2019,35-39,Female,1602
Health Care,2019,40-44,Female,1517
Health Care,2019,45-49,Female,1708
Health Care,2019,50-54,Female,1824
Health Care,2019,55-59,Female,1658
Health Care,2019,60-64,Female,942
Health Care,2019,65+,Female,320
Health Care,2019,NA,Female,11
Manufacturing,2011,15-19,Female,45
Manufacturing,2011,20-24,Female,200
Manufacturing,2011,25-29,Female,269
Manufacturing,2011,30-34,Female,279
Manufacturing,2011,35-39,Female,329
Manufacturing,2011,40-44,Female,363
Manufacturing,2011,45-49,Female,524
Manufacturing,2011,50-54,Female,512
Manufacturing,2011,55-59,Female,318
Manufacturing,2011,60-64,Female,169
Manufacturing,2011,65+,Female,98
Manufacturing,2011,NA,Female,10
Manufacturing,2012,15-19,Female,40
Manufacturing,2012,20-24,Female,218
Manufacturing,2012,25-29,Female,254
Manufacturing,2012,30-34,Female,266
Manufacturing,2012,35-39,Female,312
Manufacturing,2012,40-44,Female,360
Manufacturing,2012,45-49,Female,496
Manufacturing,2012,50-54,Female,499
Manufacturing,2012,55-59,Female,392
Manufacturing,2012,60-64,Female,166
Manufacturing,2012,65+,Female,83
Manufacturing,2012,NA,Female,5
Manufacturing,2013,15-19,Female,50
Manufacturing,2013,20-24,Female,205
Manufacturing,2013,25-29,Female,240
Manufacturing,2013,30-34,Female,272
Manufacturing,2013,35-39,Female,277
Manufacturing,2013,40-44,Female,369
Manufacturing,2013,45-49,Female,443
Manufacturing,2013,50-54,Female,503
Manufacturing,2013,55-59,Female,374
Manufacturing,2013,60-64,Female,184
Manufacturing,2013,65+,Female,96
Manufacturing,2013,NA,Female,7
Manufacturing,2014,15-19,Female,53
Manufacturing,2014,20-24,Female,216
Manufacturing,2014,25-29,Female,264
Manufacturing,2014,30-34,Female,266
Manufacturing,2014,35-39,Female,293
Manufacturing,2014,40-44,Female,351
Manufacturing,2014,45-49,Female,416
Manufacturing,2014,50-54,Female,461
Manufacturing,2014,55-59,Female,377
Manufacturing,2014,60-64,Female,183
Manufacturing,2014,65+,Female,77
Manufacturing,2014,NA,Female,5
Manufacturing,2015,15-19,Female,73
Manufacturing,2015,20-24,Female,251
Manufacturing,2015,25-29,Female,260
Manufacturing,2015,30-34,Female,218
Manufacturing,2015,35-39,Female,257
Manufacturing,2015,40-44,Female,310
Manufacturing,2015,45-49,Female,419
Manufacturing,2015,50-54,Female,441
Manufacturing,2015,55-59,Female,409
Manufacturing,2015,60-64,Female,235
Manufacturing,2015,65+,Female,99
Manufacturing,2015,NA,Female,4
Manufacturing,2016,15-19,Female,65
Manufacturing,2016,20-24,Female,302
Manufacturing,2016,25-29,Female,288
Manufacturing,2016,30-34,Female,230
Manufacturing,2016,35-39,Female,230
Manufacturing,2016,40-44,Female,329
Manufacturing,2016,45-49,Female,365
Manufacturing,2016,50-54,Female,431
Manufacturing,2016,55-59,Female,358
Manufacturing,2016,60-64,Female,184
Manufacturing,2016,65+,Female,101
Manufacturing,2016,NA,Female,1
Manufacturing,2017,15-19,Female,69
Manufacturing,2017,20-24,Female,354
Manufacturing,2017,25-29,Female,319
Manufacturing,2017,30-34,Female,242
Manufacturing,2017,35-39,Female,280
Manufacturing,2017,40-44,Female,352
Manufacturing,2017,45-49,Female,381
Manufacturing,2017,50-54,Female,497
Manufacturing,2017,55-59,Female,403
Manufacturing,2017,60-64,Female,229
Manufacturing,2017,65+,Female,94
Manufacturing,2017,NA,Female,3
Manufacturing,2018,15-19,Female,73
Manufacturing,2018,20-24,Female,355
Manufacturing,2018,25-29,Female,363
Manufacturing,2018,30-34,Female,290
Manufacturing,2018,35-39,Female,329
Manufacturing,2018,40-44,Female,333
Manufacturing,2018,45-49,Female,387
Manufacturing,2018,50-54,Female,463
Manufacturing,2018,55-59,Female,427
Manufacturing,2018,60-64,Female,252
Manufacturing,2018,65+,Female,100
Manufacturing,2018,NA,Female,2
Manufacturing,2019,15-19,Female,67
Manufacturing,2019,20-24,Female,365
Manufacturing,2019,25-29,Female,393
Manufacturing,2019,30-34,Female,300
Manufacturing,2019,35-39,Female,277
Manufacturing,2019,40-44,Female,372
Manufacturing,2019,45-49,Female,396
Manufacturing,2019,50-54,Female,474
Manufacturing,2019,55-59,Female,500
Manufacturing,2019,60-64,Female,275
Manufacturing,2019,65+,Female,124
Manufacturing,2019,NA,Female,0
Mining,2011,15-19,Female,3
Mining,2011,20-24,Female,14
Mining,2011,25-29,Female,8
Mining,2011,30-34,Female,4
Mining,2011,35-39,Female,10
Mining,2011,40-44,Female,12
Mining,2011,45-49,Female,6
Mining,2011,50-54,Female,5
Mining,2011,55-59,Female,1
Mining,2011,60-64,Female,1
Mining,2011,65+,Female,0
Mining,2011,NA,Female,0
Mining,2012,15-19,Female,4
Mining,2012,20-24,Female,7
Mining,2012,25-29,Female,4
Mining,2012,30-34,Female,4
Mining,2012,35-39,Female,7
Mining,2012,40-44,Female,3
Mining,2012,45-49,Female,9
Mining,2012,50-54,Female,6
Mining,2012,55-59,Female,1
Mining,2012,60-64,Female,0
Mining,2012,65+,Female,2
Mining,2012,NA,Female,0
Mining,2013,15-19,Female,1
Mining,2013,20-24,Female,10
Mining,2013,25-29,Female,13
Mining,2013,30-34,Female,11
Mining,2013,35-39,Female,3
Mining,2013,40-44,Female,6
Mining,2013,45-49,Female,7
Mining,2013,50-54,Female,5
Mining,2013,55-59,Female,3
Mining,2013,60-64,Female,1
Mining,2013,65+,Female,0
Mining,2013,NA,Female,0
Mining,2014,15-19,Female,3
Mining,2014,20-24,Female,3
Mining,2014,25-29,Female,9
Mining,2014,30-34,Female,6
Mining,2014,35-39,Female,5
Mining,2014,40-44,Female,8
Mining,2014,45-49,Female,3
Mining,2014,50-54,Female,3
Mining,2014,55-59,Female,1
Mining,2014,60-64,Female,6
Mining,2014,65+,Female,1
Mining,2014,NA,Female,0
Mining,2015,15-19,Female,4
Mining,2015,20-24,Female,9
Mining,2015,25-29,Female,3
Mining,2015,30-34,Female,7
Mining,2015,35-39,Female,11
Mining,2015,40-44,Female,5
Mining,2015,45-49,Female,1
Mining,2015,50-54,Female,6
Mining,2015,55-59,Female,5
Mining,2015,60-64,Female,0
Mining,2015,65+,Female,1
Mining,2015,NA,Female,0
Mining,2016,15-19,Female,3
Mining,2016,20-24,Female,4
Mining,2016,25-29,Female,5
Mining,2016,30-34,Female,7
Mining,2016,35-39,Female,11
Mining,2016,40-44,Female,4
Mining,2016,45-49,Female,4
Mining,2016,50-54,Female,4
Mining,2016,55-59,Female,3
Mining,2016,60-64,Female,2
Mining,2016,65+,Female,0
Mining,2016,NA,Female,0
Mining,2017,15-19,Female,0
Mining,2017,20-24,Female,9
Mining,2017,25-29,Female,3
Mining,2017,30-34,Female,6
Mining,2017,35-39,Female,4
Mining,2017,40-44,Female,7
Mining,2017,45-49,Female,5
Mining,2017,50-54,Female,1
Mining,2017,55-59,Female,4
Mining,2017,60-64,Female,0
Mining,2017,65+,Female,1
Mining,2017,NA,Female,0
Mining,2018,15-19,Female,1
Mining,2018,20-24,Female,8
Mining,2018,25-29,Female,4
Mining,2018,30-34,Female,7
Mining,2018,35-39,Female,3
Mining,2018,40-44,Female,3
Mining,2018,45-49,Female,4
Mining,2018,50-54,Female,5
Mining,2018,55-59,Female,7
Mining,2018,60-64,Female,0
Mining,2018,65+,Female,3
Mining,2018,NA,Female,0
Mining,2019,15-19,Female,1
Mining,2019,20-24,Female,8
Mining,2019,25-29,Female,4
Mining,2019,30-34,Female,2
Mining,2019,35-39,Female,6
Mining,2019,40-44,Female,6
Mining,2019,45-49,Female,5
Mining,2019,50-54,Female,4
Mining,2019,55-59,Female,2
Mining,2019,60-64,Female,1
Mining,2019,65+,Female,2
Mining,2019,NA,Female,1
Municipal,2011,15-19,Female,29
Municipal,2011,20-24,Female,41
Municipal,2011,25-29,Female,28
Municipal,2011,30-34,Female,34
Municipal,2011,35-39,Female,28
Municipal,2011,40-44,Female,31
Municipal,2011,45-49,Female,53
Municipal,2011,50-54,Female,47
Municipal,2011,55-59,Female,28
Municipal,2011,60-64,Female,17
Municipal,2011,65+,Female,5
Municipal,2011,NA,Female,1
Municipal,2012,15-19,Female,32
Municipal,2012,20-24,Female,42
Municipal,2012,25-29,Female,32
Municipal,2012,30-34,Female,19
Municipal,2012,35-39,Female,33
Municipal,2012,40-44,Female,30
Municipal,2012,45-49,Female,41
Municipal,2012,50-54,Female,36
Municipal,2012,55-59,Female,35
Municipal,2012,60-64,Female,13
Municipal,2012,65+,Female,3
Municipal,2012,NA,Female,0
Municipal,2013,15-19,Female,31
Municipal,2013,20-24,Female,59
Municipal,2013,25-29,Female,41
Municipal,2013,30-34,Female,26
Municipal,2013,35-39,Female,40
Municipal,2013,40-44,Female,39
Municipal,2013,45-49,Female,46
Municipal,2013,50-54,Female,43
Municipal,2013,55-59,Female,30
Municipal,2013,60-64,Female,13
Municipal,2013,65+,Female,6
Municipal,2013,NA,Female,0
Municipal,2014,15-19,Female,36
Municipal,2014,20-24,Female,38
Municipal,2014,25-29,Female,21
Municipal,2014,30-34,Female,38
Municipal,2014,35-39,Female,43
Municipal,2014,40-44,Female,36
Municipal,2014,45-49,Female,49
Municipal,2014,50-54,Female,42
Municipal,2014,55-59,Female,32
Municipal,2014,60-64,Female,20
Municipal,2014,65+,Female,10
Municipal,2014,NA,Female,2
Municipal,2015,15-19,Female,36
Municipal,2015,20-24,Female,50
Municipal,2015,25-29,Female,33
Municipal,2015,30-34,Female,38
Municipal,2015,35-39,Female,30
Municipal,2015,40-44,Female,27
Municipal,2015,45-49,Female,35
Municipal,2015,50-54,Female,47
Municipal,2015,55-59,Female,29
Municipal,2015,60-64,Female,14
Municipal,2015,65+,Female,7
Municipal,2015,NA,Female,1
Municipal,2016,15-19,Female,62
Municipal,2016,20-24,Female,46
Municipal,2016,25-29,Female,37
Municipal,2016,30-34,Female,28
Municipal,2016,35-39,Female,27
Municipal,2016,40-44,Female,29
Municipal,2016,45-49,Female,33
Municipal,2016,50-54,Female,40
Municipal,2016,55-59,Female,30
Municipal,2016,60-64,Female,20
Municipal,2016,65+,Female,10
Municipal,2016,NA,Female,1
Municipal,2017,15-19,Female,39
Municipal,2017,20-24,Female,44
Municipal,2017,25-29,Female,33
Municipal,2017,30-34,Female,36
Municipal,2017,35-39,Female,37
Municipal,2017,40-44,Female,30
Municipal,2017,45-49,Female,36
Municipal,2017,50-54,Female,45
Municipal,2017,55-59,Female,36
Municipal,2017,60-64,Female,24
Municipal,2017,65+,Female,10
Municipal,2017,NA,Female,0
Municipal,2018,15-19,Female,52
Municipal,2018,20-24,Female,57
Municipal,2018,25-29,Female,36
Municipal,2018,30-34,Female,35
Municipal,2018,35-39,Female,30
Municipal,2018,40-44,Female,31
Municipal,2018,45-49,Female,34
Municipal,2018,50-54,Female,43
Municipal,2018,55-59,Female,42
Municipal,2018,60-64,Female,16
Municipal,2018,65+,Female,11
Municipal,2018,NA,Female,0
Municipal,2019,15-19,Female,47
Municipal,2019,20-24,Female,55
Municipal,2019,25-29,Female,58
Municipal,2019,30-34,Female,43
Municipal,2019,35-39,Female,43
Municipal,2019,40-44,Female,35
Municipal,2019,45-49,Female,39
Municipal,2019,50-54,Female,50
Municipal,2019,55-59,Female,46
Municipal,2019,60-64,Female,25
Municipal,2019,65+,Female,9
Municipal,2019,NA,Female,1
Primary Metals,2011,15-19,Female,0
Primary Metals,2011,20-24,Female,2
Primary Metals,2011,25-29,Female,3
Primary Metals,2011,30-34,Female,7
Primary Metals,2011,35-39,Female,9
Primary Metals,2011,40-44,Female,11
Primary Metals,2011,45-49,Female,17
Primary Metals,2011,50-54,Female,24
Primary Metals,2011,55-59,Female,10
Primary Metals,2011,60-64,Female,1
Primary Metals,2011,65+,Female,3
Primary Metals,2011,NA,Female,0
Primary Metals,2012,15-19,Female,1
Primary Metals,2012,20-24,Female,7
Primary Metals,2012,25-29,Female,8
Primary Metals,2012,30-34,Female,11
Primary Metals,2012,35-39,Female,15
Primary Metals,2012,40-44,Female,13
Primary Metals,2012,45-49,Female,26
Primary Metals,2012,50-54,Female,20
Primary Metals,2012,55-59,Female,8
Primary Metals,2012,60-64,Female,4
Primary Metals,2012,65+,Female,2
Primary Metals,2012,NA,Female,0
Primary Metals,2013,15-19,Female,1
Primary Metals,2013,20-24,Female,3
Primary Metals,2013,25-29,Female,6
Primary Metals,2013,30-34,Female,5
Primary Metals,2013,35-39,Female,10
Primary Metals,2013,40-44,Female,13
Primary Metals,2013,45-49,Female,17
Primary Metals,2013,50-54,Female,18
Primary Metals,2013,55-59,Female,8
Primary Metals,2013,60-64,Female,4
Primary Metals,2013,65+,Female,1
Primary Metals,2013,NA,Female,0
Primary Metals,2014,15-19,Female,2
Primary Metals,2014,20-24,Female,12
Primary Metals,2014,25-29,Female,10
Primary Metals,2014,30-34,Female,7
Primary Metals,2014,35-39,Female,16
Primary Metals,2014,40-44,Female,15
Primary Metals,2014,45-49,Female,14
Primary Metals,2014,50-54,Female,24
Primary Metals,2014,55-59,Female,9
Primary Metals,2014,60-64,Female,0
Primary Metals,2014,65+,Female,1
Primary Metals,2014,NA,Female,0
Primary Metals,2015,15-19,Female,2
Primary Metals,2015,20-24,Female,6
Primary Metals,2015,25-29,Female,13
Primary Metals,2015,30-34,Female,5
Primary Metals,2015,35-39,Female,10
Primary Metals,2015,40-44,Female,13
Primary Metals,2015,45-49,Female,15
Primary Metals,2015,50-54,Female,21
Primary Metals,2015,55-59,Female,15
Primary Metals,2015,60-64,Female,6
Primary Metals,2015,65+,Female,1
Primary Metals,2015,NA,Female,0
Primary Metals,2016,15-19,Female,8
Primary Metals,2016,20-24,Female,6
Primary Metals,2016,25-29,Female,14
Primary Metals,2016,30-34,Female,5
Primary Metals,2016,35-39,Female,10
Primary Metals,2016,40-44,Female,22
Primary Metals,2016,45-49,Female,12
Primary Metals,2016,50-54,Female,13
Primary Metals,2016,55-59,Female,26
Primary Metals,2016,60-64,Female,7
Primary Metals,2016,65+,Female,1
Primary Metals,2016,NA,Female,0
Primary Metals,2017,15-19,Female,9
Primary Metals,2017,20-24,Female,12
Primary Metals,2017,25-29,Female,15
Primary Metals,2017,30-34,Female,21
Primary Metals,2017,35-39,Female,13
Primary Metals,2017,40-44,Female,18
Primary Metals,2017,45-49,Female,16
Primary Metals,2017,50-54,Female,16
Primary Metals,2017,55-59,Female,22
Primary Metals,2017,60-64,Female,8
Primary Metals,2017,65+,Female,5
Primary Metals,2017,NA,Female,0
Primary Metals,2018,15-19,Female,5
Primary Metals,2018,20-24,Female,14
Primary Metals,2018,25-29,Female,19
Primary Metals,2018,30-34,Female,12
Primary Metals,2018,35-39,Female,15
Primary Metals,2018,40-44,Female,16
Primary Metals,2018,45-49,Female,20
Primary Metals,2018,50-54,Female,17
Primary Metals,2018,55-59,Female,19
Primary Metals,2018,60-64,Female,8
Primary Metals,2018,65+,Female,3
Primary Metals,2018,NA,Female,0
Primary Metals,2019,15-19,Female,4
Primary Metals,2019,20-24,Female,13
Primary Metals,2019,25-29,Female,13
Primary Metals,2019,30-34,Female,7
Primary Metals,2019,35-39,Female,17
Primary Metals,2019,40-44,Female,16
Primary Metals,2019,45-49,Female,24
Primary Metals,2019,50-54,Female,22
Primary Metals,2019,55-59,Female,25
Primary Metals,2019,60-64,Female,5
Primary Metals,2019,65+,Female,2
Primary Metals,2019,NA,Female,0
Pulp & Paper,2011,15-19,Female,1
Pulp & Paper,2011,20-24,Female,4
Pulp & Paper,2011,25-29,Female,2
Pulp & Paper,2011,30-34,Female,3
Pulp & Paper,2011,35-39,Female,9
Pulp & Paper,2011,40-44,Female,18
Pulp & Paper,2011,45-49,Female,8
Pulp & Paper,2011,50-54,Female,10
Pulp & Paper,2011,55-59,Female,9
Pulp & Paper,2011,60-64,Female,6
Pulp & Paper,2011,65+,Female,1
Pulp & Paper,2011,NA,Female,1
Pulp & Paper,2012,15-19,Female,1
Pulp & Paper,2012,20-24,Female,2
Pulp & Paper,2012,25-29,Female,3
Pulp & Paper,2012,30-34,Female,3
Pulp & Paper,2012,35-39,Female,4
Pulp & Paper,2012,40-44,Female,8
Pulp & Paper,2012,45-49,Female,10
Pulp & Paper,2012,50-54,Female,4
Pulp & Paper,2012,55-59,Female,6
Pulp & Paper,2012,60-64,Female,4
Pulp & Paper,2012,65+,Female,5
Pulp & Paper,2012,NA,Female,0
Pulp & Paper,2013,15-19,Female,1
Pulp & Paper,2013,20-24,Female,3
Pulp & Paper,2013,25-29,Female,4
Pulp & Paper,2013,30-34,Female,6
Pulp & Paper,2013,35-39,Female,2
Pulp & Paper,2013,40-44,Female,8
Pulp & Paper,2013,45-49,Female,13
Pulp & Paper,2013,50-54,Female,6
Pulp & Paper,2013,55-59,Female,6
Pulp & Paper,2013,60-64,Female,6
Pulp & Paper,2013,65+,Female,1
Pulp & Paper,2013,NA,Female,0
Pulp & Paper,2014,15-19,Female,0
Pulp & Paper,2014,20-24,Female,2
Pulp & Paper,2014,25-29,Female,2
Pulp & Paper,2014,30-34,Female,0
Pulp & Paper,2014,35-39,Female,4
Pulp & Paper,2014,40-44,Female,7
Pulp & Paper,2014,45-49,Female,6
Pulp & Paper,2014,50-54,Female,9
Pulp & Paper,2014,55-59,Female,5
Pulp & Paper,2014,60-64,Female,1
Pulp & Paper,2014,65+,Female,5
Pulp & Paper,2014,NA,Female,0
Pulp & Paper,2015,15-19,Female,1
Pulp & Paper,2015,20-24,Female,5
Pulp & Paper,2015,25-29,Female,0
Pulp & Paper,2015,30-34,Female,2
Pulp & Paper,2015,35-39,Female,7
Pulp & Paper,2015,40-44,Female,3
Pulp & Paper,2015,45-49,Female,8
Pulp & Paper,2015,50-54,Female,9
Pulp & Paper,2015,55-59,Female,10
Pulp & Paper,2015,60-64,Female,3
Pulp & Paper,2015,65+,Female,5
Pulp & Paper,2015,NA,Female,0
Pulp & Paper,2016,15-19,Female,1
Pulp & Paper,2016,20-24,Female,2
Pulp & Paper,2016,25-29,Female,4
Pulp & Paper,2016,30-34,Female,2
Pulp & Paper,2016,35-39,Female,3
Pulp & Paper,2016,40-44,Female,7
Pulp & Paper,2016,45-49,Female,7
Pulp & Paper,2016,50-54,Female,10
Pulp & Paper,2016,55-59,Female,7
Pulp & Paper,2016,60-64,Female,4
Pulp & Paper,2016,65+,Female,1
Pulp & Paper,2016,NA,Female,0
Pulp & Paper,2017,15-19,Female,1
Pulp & Paper,2017,20-24,Female,2
Pulp & Paper,2017,25-29,Female,4
Pulp & Paper,2017,30-34,Female,3
Pulp & Paper,2017,35-39,Female,4
Pulp & Paper,2017,40-44,Female,5
Pulp & Paper,2017,45-49,Female,8
Pulp & Paper,2017,50-54,Female,11
Pulp & Paper,2017,55-59,Female,5
Pulp & Paper,2017,60-64,Female,2
Pulp & Paper,2017,65+,Female,2
Pulp & Paper,2017,NA,Female,0
Pulp & Paper,2018,15-19,Female,3
Pulp & Paper,2018,20-24,Female,8
Pulp & Paper,2018,25-29,Female,7
Pulp & Paper,2018,30-34,Female,6
Pulp & Paper,2018,35-39,Female,3
Pulp & Paper,2018,40-44,Female,5
Pulp & Paper,2018,45-49,Female,8
Pulp & Paper,2018,50-54,Female,3
Pulp & Paper,2018,55-59,Female,3
Pulp & Paper,2018,60-64,Female,4
Pulp & Paper,2018,65+,Female,2
Pulp & Paper,2018,NA,Female,0
Pulp & Paper,2019,15-19,Female,0
Pulp & Paper,2019,20-24,Female,9
Pulp & Paper,2019,25-29,Female,9
Pulp & Paper,2019,30-34,Female,4
Pulp & Paper,2019,35-39,Female,9
Pulp & Paper,2019,40-44,Female,7
Pulp & Paper,2019,45-49,Female,8
Pulp & Paper,2019,50-54,Female,4
Pulp & Paper,2019,55-59,Female,6
Pulp & Paper,2019,60-64,Female,2
Pulp & Paper,2019,65+,Female,2
Pulp & Paper,2019,NA,Female,0
Schedule 2,2011,15-19,Female,123
Schedule 2,2011,20-24,Female,346
Schedule 2,2011,25-29,Female,598
Schedule 2,2011,30-34,Female,714
Schedule 2,2011,35-39,Female,822
Schedule 2,2011,40-44,Female,979
Schedule 2,2011,45-49,Female,1218
Schedule 2,2011,50-54,Female,1235
Schedule 2,2011,55-59,Female,833
Schedule 2,2011,60-64,Female,360
Schedule 2,2011,65+,Female,79
Schedule 2,2011,NA,Female,10
Schedule 2,2012,15-19,Female,136
Schedule 2,2012,20-24,Female,329
Schedule 2,2012,25-29,Female,539
Schedule 2,2012,30-34,Female,702
Schedule 2,2012,35-39,Female,736
Schedule 2,2012,40-44,Female,921
Schedule 2,2012,45-49,Female,1197
Schedule 2,2012,50-54,Female,1211
Schedule 2,2012,55-59,Female,775
Schedule 2,2012,60-64,Female,367
Schedule 2,2012,65+,Female,99
Schedule 2,2012,NA,Female,11
Schedule 2,2013,15-19,Female,126
Schedule 2,2013,20-24,Female,372
Schedule 2,2013,25-29,Female,595
Schedule 2,2013,30-34,Female,721
Schedule 2,2013,35-39,Female,851
Schedule 2,2013,40-44,Female,958
Schedule 2,2013,45-49,Female,1175
Schedule 2,2013,50-54,Female,1256
Schedule 2,2013,55-59,Female,901
Schedule 2,2013,60-64,Female,402
Schedule 2,2013,65+,Female,120
Schedule 2,2013,NA,Female,14
Schedule 2,2014,15-19,Female,143
Schedule 2,2014,20-24,Female,339
Schedule 2,2014,25-29,Female,589
Schedule 2,2014,30-34,Female,748
Schedule 2,2014,35-39,Female,916
Schedule 2,2014,40-44,Female,1035
Schedule 2,2014,45-49,Female,1151
Schedule 2,2014,50-54,Female,1278
Schedule 2,2014,55-59,Female,946
Schedule 2,2014,60-64,Female,414
Schedule 2,2014,65+,Female,140
Schedule 2,2014,NA,Female,9
Schedule 2,2015,15-19,Female,130
Schedule 2,2015,20-24,Female,434
Schedule 2,2015,25-29,Female,584
Schedule 2,2015,30-34,Female,724
Schedule 2,2015,35-39,Female,817
Schedule 2,2015,40-44,Female,938
Schedule 2,2015,45-49,Female,1091
Schedule 2,2015,50-54,Female,1270
Schedule 2,2015,55-59,Female,946
Schedule 2,2015,60-64,Female,408
Schedule 2,2015,65+,Female,136
Schedule 2,2015,NA,Female,10
Schedule 2,2016,15-19,Female,128
Schedule 2,2016,20-24,Female,453
Schedule 2,2016,25-29,Female,659
Schedule 2,2016,30-34,Female,730
Schedule 2,2016,35-39,Female,866
Schedule 2,2016,40-44,Female,957
Schedule 2,2016,45-49,Female,1073
Schedule 2,2016,50-54,Female,1276
Schedule 2,2016,55-59,Female,1002
Schedule 2,2016,60-64,Female,424
Schedule 2,2016,65+,Female,152
Schedule 2,2016,NA,Female,2
Schedule 2,2017,15-19,Female,138
Schedule 2,2017,20-24,Female,409
Schedule 2,2017,25-29,Female,672
Schedule 2,2017,30-34,Female,711
Schedule 2,2017,35-39,Female,885
Schedule 2,2017,40-44,Female,1035
Schedule 2,2017,45-49,Female,1027
Schedule 2,2017,50-54,Female,1230
Schedule 2,2017,55-59,Female,966
Schedule 2,2017,60-64,Female,425
Schedule 2,2017,65+,Female,139
Schedule 2,2017,NA,Female,3
