Industry Sector,Injury/Illness Year,Age Group,Gender,AllowedLostTime
Forestry,2016,NA,Female,0
Forestry,2017,15-19,Female,0
Forestry,2017,20-24,Female,4
Forestry,2017,25-29,Female,2
Forestry,2017,30-34,Female,2
Forestry,2017,35-39,Female,3
Forestry,2017,40-44,Female,5
Forestry,2017,45-49,Female,2
Forestry,2017,50-54,Female,3
Forestry,2017,55-59,Female,1
Forestry,2017,60-64,Female,1
Forestry,2017,65+,Female,0
Forestry,2017,NA,Female,0
Forestry,2018,15-19,Female,0
Forestry,2018,20-24,Female,1
Forestry,2018,25-29,Female,4
Forestry,2018,30-34,Female,2
Forestry,2018,35-39,Female,3
Forestry,2018,40-44,Female,3
Forestry,2018,45-49,Female,1
Forestry,2018,50-54,Female,5
Forestry,2018,55-59,Female,0
Forestry,2018,60-64,Female,0
Forestry,2018,65+,Female,0
Forestry,2018,NA,Female,0
Forestry,2019,15-19,Female,1
Forestry,2019,20-24,Female,4
Forestry,2019,25-29,Female,1
Forestry,2019,30-34,Female,0
Forestry,2019,35-39,Female,2
Forestry,2019,40-44,Female,1
Forestry,2019,45-49,Female,1
Forestry,2019,50-54,Female,2
Forestry,2019,55-59,Female,2
Forestry,2019,60-64,Female,1
Forestry,2019,65+,Female,0
Forestry,2019,NA,Female,0
Health Care,2011,15-19,Female,16
Health Care,2011,20-24,Female,290
Health Care,2011,25-29,Female,625
Health Care,2011,30-34,Female,578
Health Care,2011,35-39,Female,670
Health Care,2011,40-44,Female,802
Health Care,2011,45-49,Female,949
Health Care,2011,50-54,Female,873
Health Care,2011,55-59,Female,701
Health Care,2011,60-64,Female,359
Health Care,2011,65+,Female,71
Health Care,2011,NA,Female,0
Health Care,2012,15-19,Female,22
Health Care,2012,20-24,Female,343
Health Care,2012,25-29,Female,663
Health Care,2012,30-34,Female,587
Health Care,2012,35-39,Female,733
Health Care,2012,40-44,Female,817
Health Care,2012,45-49,Female,993
Health Care,2012,50-54,Female,968
Health Care,2012,55-59,Female,726
Health Care,2012,60-64,Female,392
Health Care,2012,65+,Female,111
Health Care,2012,NA,Female,0
Health Care,2013,15-19,Female,19
Health Care,2013,20-24,Female,288
Health Care,2013,25-29,Female,601
Health Care,2013,30-34,Female,609
Health Care,2013,35-39,Female,659
Health Care,2013,40-44,Female,700
Health Care,2013,45-49,Female,835
Health Care,2013,50-54,Female,935
Health Care,2013,55-59,Female,687
Health Care,2013,60-64,Female,369
Health Care,2013,65+,Female,111
Health Care,2013,NA,Female,0
Health Care,2014,15-19,Female,29
Health Care,2014,20-24,Female,315
Health Care,2014,25-29,Female,566
Health Care,2014,30-34,Female,612
Health Care,2014,35-39,Female,614
Health Care,2014,40-44,Female,689
Health Care,2014,45-49,Female,818
Health Care,2014,50-54,Female,907
Health Care,2014,55-59,Female,680
Health Care,2014,60-64,Female,373
Health Care,2014,65+,Female,113
Health Care,2014,NA,Female,2
Health Care,2015,15-19,Female,33
Health Care,2015,20-24,Female,324
Health Care,2015,25-29,Female,586
Health Care,2015,30-34,Female,606
Health Care,2015,35-39,Female,629
Health Care,2015,40-44,Female,709
Health Care,2015,45-49,Female,767
Health Care,2015,50-54,Female,822
Health Care,2015,55-59,Female,601
Health Care,2015,60-64,Female,386
Health Care,2015,65+,Female,118
Health Care,2015,NA,Female,0
Health Care,2016,15-19,Female,31
Health Care,2016,20-24,Female,356
Health Care,2016,25-29,Female,635
Health Care,2016,30-34,Female,655
Health Care,2016,35-39,Female,675
Health Care,2016,40-44,Female,700
Health Care,2016,45-49,Female,824
Health Care,2016,50-54,Female,963
Health Care,2016,55-59,Female,686
Health Care,2016,60-64,Female,419
Health Care,2016,65+,Female,168
Health Care,2016,NA,Female,0
Health Care,2017,15-19,Female,24
Health Care,2017,20-24,Female,376
Health Care,2017,25-29,Female,619
Health Care,2017,30-34,Female,664
Health Care,2017,35-39,Female,668
Health Care,2017,40-44,Female,740
Health Care,2017,45-49,Female,791
Health Care,2017,50-54,Female,892
Health Care,2017,55-59,Female,758
Health Care,2017,60-64,Female,421
Health Care,2017,65+,Female,164
Health Care,2017,NA,Female,1
Health Care,2018,15-19,Female,32
Health Care,2018,20-24,Female,452
Health Care,2018,25-29,Female,735
Health Care,2018,30-34,Female,721
Health Care,2018,35-39,Female,767
Health Care,2018,40-44,Female,811
Health Care,2018,45-49,Female,863
Health Care,2018,50-54,Female,950
Health Care,2018,55-59,Female,877
Health Care,2018,60-64,Female,520
Health Care,2018,65+,Female,166
Health Care,2018,NA,Female,0
Health Care,2019,15-19,Female,40
Health Care,2019,20-24,Female,502
Health Care,2019,25-29,Female,827
Health Care,2019,30-34,Female,760
Health Care,2019,35-39,Female,809
Health Care,2019,40-44,Female,904
Health Care,2019,45-49,Female,903
Health Care,2019,50-54,Female,961
Health Care,2019,55-59,Female,913
Health Care,2019,60-64,Female,521
Health Care,2019,65+,Female,228
Health Care,2019,NA,Female,2
Manufacturing,2011,15-19,Female,20
Manufacturing,2011,20-24,Female,93
Manufacturing,2011,25-29,Female,96
Manufacturing,2011,30-34,Female,104
Manufacturing,2011,35-39,Female,135
Manufacturing,2011,40-44,Female,190
Manufacturing,2011,45-49,Female,269
Manufacturing,2011,50-54,Female,258
Manufacturing,2011,55-59,Female,172
Manufacturing,2011,60-64,Female,90
Manufacturing,2011,65+,Female,30
Manufacturing,2011,NA,Female,0
Manufacturing,2012,15-19,Female,14
Manufacturing,2012,20-24,Female,79
Manufacturing,2012,25-29,Female,89
Manufacturing,2012,30-34,Female,106
Manufacturing,2012,35-39,Female,152
Manufacturing,2012,40-44,Female,164
Manufacturing,2012,45-49,Female,212
Manufacturing,2012,50-54,Female,220
Manufacturing,2012,55-59,Female,160
Manufacturing,2012,60-64,Female,95
Manufacturing,2012,65+,Female,21
Manufacturing,2012,NA,Female,2
Manufacturing,2013,15-19,Female,15
Manufacturing,2013,20-24,Female,86
Manufacturing,2013,25-29,Female,78
Manufacturing,2013,30-34,Female,114
Manufacturing,2013,35-39,Female,121
Manufacturing,2013,40-44,Female,127
Manufacturing,2013,45-49,Female,226
Manufacturing,2013,50-54,Female,225
Manufacturing,2013,55-59,Female,165
Manufacturing,2013,60-64,Female,106
Manufacturing,2013,65+,Female,31
Manufacturing,2013,NA,Female,2
Manufacturing,2014,15-19,Female,20
Manufacturing,2014,20-24,Female,69
Manufacturing,2014,25-29,Female,91
Manufacturing,2014,30-34,Female,104
Manufacturing,2014,35-39,Female,97
Manufacturing,2014,40-44,Female,157
Manufacturing,2014,45-49,Female,145
Manufacturing,2014,50-54,Female,206
Manufacturing,2014,55-59,Female,194
Manufacturing,2014,60-64,Female,90
Manufacturing,2014,65+,Female,24
Manufacturing,2014,NA,Female,0
Manufacturing,2015,15-19,Female,15
Manufacturing,2015,20-24,Female,72
Manufacturing,2015,25-29,Female,103
Manufacturing,2015,30-34,Female,86
Manufacturing,2015,35-39,Female,94
Manufacturing,2015,40-44,Female,97
Manufacturing,2015,45-49,Female,163
Manufacturing,2015,50-54,Female,191
Manufacturing,2015,55-59,Female,182
Manufacturing,2015,60-64,Female,99
Manufacturing,2015,65+,Female,23
Manufacturing,2015,NA,Female,1
Manufacturing,2016,15-19,Female,20
Manufacturing,2016,20-24,Female,102
Manufacturing,2016,25-29,Female,124
Manufacturing,2016,30-34,Female,100
Manufacturing,2016,35-39,Female,120
Manufacturing,2016,40-44,Female,132
Manufacturing,2016,45-49,Female,170
Manufacturing,2016,50-54,Female,235
Manufacturing,2016,55-59,Female,197
Manufacturing,2016,60-64,Female,143
Manufacturing,2016,65+,Female,43
Manufacturing,2016,NA,Female,0
Manufacturing,2017,15-19,Female,31
Manufacturing,2017,20-24,Female,119
Manufacturing,2017,25-29,Female,119
Manufacturing,2017,30-34,Female,96
Manufacturing,2017,35-39,Female,106
Manufacturing,2017,40-44,Female,141
Manufacturing,2017,45-49,Female,175
Manufacturing,2017,50-54,Female,218
Manufacturing,2017,55-59,Female,189
Manufacturing,2017,60-64,Female,123
Manufacturing,2017,65+,Female,35
Manufacturing,2017,NA,Female,1
Manufacturing,2018,15-19,Female,33
Manufacturing,2018,20-24,Female,124
Manufacturing,2018,25-29,Female,144
Manufacturing,2018,30-34,Female,139
Manufacturing,2018,35-39,Female,115
Manufacturing,2018,40-44,Female,148
Manufacturing,2018,45-49,Female,205
Manufacturing,2018,50-54,Female,258
Manufacturing,2018,55-59,Female,229
Manufacturing,2018,60-64,Female,117
Manufacturing,2018,65+,Female,54
Manufacturing,2018,NA,Female,0
Manufacturing,2019,15-19,Female,33
Manufacturing,2019,20-24,Female,159
Manufacturing,2019,25-29,Female,165
Manufacturing,2019,30-34,Female,130
Manufacturing,2019,35-39,Female,126
Manufacturing,2019,40-44,Female,164
Manufacturing,2019,45-49,Female,193
Manufacturing,2019,50-54,Female,240
Manufacturing,2019,55-59,Female,257
Manufacturing,2019,60-64,Female,126
Manufacturing,2019,65+,Female,47
Manufacturing,2019,NA,Female,1
Mining,2011,15-19,Female,1
Mining,2011,20-24,Female,3
Mining,2011,25-29,Female,1
Mining,2011,30-34,Female,0
Mining,2011,35-39,Female,1
Mining,2011,40-44,Female,0
Mining,2011,45-49,Female,2
Mining,2011,50-54,Female,0
Mining,2011,55-59,Female,0
Mining,2011,60-64,Female,0
Mining,2011,65+,Female,0
Mining,2011,NA,Female,0
Mining,2012,15-19,Female,0
Mining,2012,20-24,Female,3
Mining,2012,25-29,Female,1
Mining,2012,30-34,Female,0
Mining,2012,35-39,Female,2
Mining,2012,40-44,Female,0
Mining,2012,45-49,Female,1
Mining,2012,50-54,Female,1
Mining,2012,55-59,Female,1
Mining,2012,60-64,Female,0
Mining,2012,65+,Female,0
Mining,2012,NA,Female,0
Mining,2013,15-19,Female,0
Mining,2013,20-24,Female,0
Mining,2013,25-29,Female,1
Mining,2013,30-34,Female,2
Mining,2013,35-39,Female,3
Mining,2013,40-44,Female,0
Mining,2013,45-49,Female,2
Mining,2013,50-54,Female,1
Mining,2013,55-59,Female,2
Mining,2013,60-64,Female,0
Mining,2013,65+,Female,0
Mining,2013,NA,Female,0
Mining,2014,15-19,Female,0
Mining,2014,20-24,Female,1
Mining,2014,25-29,Female,0
Mining,2014,30-34,Female,0
Mining,2014,35-39,Female,1
Mining,2014,40-44,Female,1
Mining,2014,45-49,Female,1
Mining,2014,50-54,Female,1
Mining,2014,55-59,Female,0
Mining,2014,60-64,Female,0
Mining,2014,65+,Female,0
Mining,2014,NA,Female,0
Mining,2015,15-19,Female,1
Mining,2015,20-24,Female,2
Mining,2015,25-29,Female,1
Mining,2015,30-34,Female,1
Mining,2015,35-39,Female,1
Mining,2015,40-44,Female,0
Mining,2015,45-49,Female,0
Mining,2015,50-54,Female,2
Mining,2015,55-59,Female,1
Mining,2015,60-64,Female,0
Mining,2015,65+,Female,0
Mining,2015,NA,Female,0
Mining,2016,15-19,Female,1
Mining,2016,20-24,Female,0
Mining,2016,25-29,Female,0
Mining,2016,30-34,Female,1
Mining,2016,35-39,Female,0
Mining,2016,40-44,Female,1
Mining,2016,45-49,Female,0
Mining,2016,50-54,Female,2
Mining,2016,55-59,Female,0
Mining,2016,60-64,Female,0
Mining,2016,65+,Female,0
Mining,2016,NA,Female,0
Mining,2017,15-19,Female,0
Mining,2017,20-24,Female,1
Mining,2017,25-29,Female,0
Mining,2017,30-34,Female,0
Mining,2017,35-39,Female,2
Mining,2017,40-44,Female,1
Mining,2017,45-49,Female,1
Mining,2017,50-54,Female,2
Mining,2017,55-59,Female,1
Mining,2017,60-64,Female,1
Mining,2017,65+,Female,0
Mining,2017,NA,Female,0
Mining,2018,15-19,Female,0
Mining,2018,20-24,Female,0
Mining,2018,25-29,Female,1
Mining,2018,30-34,Female,4
Mining,2018,35-39,Female,1
Mining,2018,40-44,Female,0
Mining,2018,45-49,Female,4
Mining,2018,50-54,Female,4
Mining,2018,55-59,Female,1
Mining,2018,60-64,Female,1
Mining,2018,65+,Female,0
Mining,2018,NA,Female,0
Mining,2019,15-19,Female,0
Mining,2019,20-24,Female,1
Mining,2019,25-29,Female,1
Mining,2019,30-34,Female,1
Mining,2019,35-39,Female,1
Mining,2019,40-44,Female,1
Mining,2019,45-49,Female,1
Mining,2019,50-54,Female,3
Mining,2019,55-59,Female,1
Mining,2019,60-64,Female,1
Mining,2019,65+,Female,0
Mining,2019,NA,Female,0
Municipal,2011,15-19,Female,12
Municipal,2011,20-24,Female,18
Municipal,2011,25-29,Female,13
Municipal,2011,30-34,Female,11
Municipal,2011,35-39,Female,17
Municipal,2011,40-44,Female,19
Municipal,2011,45-49,Female,23
Municipal,2011,50-54,Female,34
Municipal,2011,55-59,Female,18
Municipal,2011,60-64,Female,7
Municipal,2011,65+,Female,4
Municipal,2011,NA,Female,0
Municipal,2012,15-19,Female,12
Municipal,2012,20-24,Female,16
Municipal,2012,25-29,Female,13
Municipal,2012,30-34,Female,10
Municipal,2012,35-39,Female,22
Municipal,2012,40-44,Female,27
Municipal,2012,45-49,Female,31
Municipal,2012,50-54,Female,24
Municipal,2012,55-59,Female,14
Municipal,2012,60-64,Female,5
Municipal,2012,65+,Female,1
Municipal,2012,NA,Female,0
Municipal,2013,15-19,Female,19
Municipal,2013,20-24,Female,13
Municipal,2013,25-29,Female,11
Municipal,2013,30-34,Female,14
Municipal,2013,35-39,Female,11
Municipal,2013,40-44,Female,19
Municipal,2013,45-49,Female,22
Municipal,2013,50-54,Female,24
Municipal,2013,55-59,Female,20
Municipal,2013,60-64,Female,7
Municipal,2013,65+,Female,8
Municipal,2013,NA,Female,0
Municipal,2014,15-19,Female,13
Municipal,2014,20-24,Female,11
Municipal,2014,25-29,Female,14
Municipal,2014,30-34,Female,6
Municipal,2014,35-39,Female,22
Municipal,2014,40-44,Female,11
Municipal,2014,45-49,Female,27
Municipal,2014,50-54,Female,27
Municipal,2014,55-59,Female,19
Municipal,2014,60-64,Female,10
Municipal,2014,65+,Female,4
Municipal,2014,NA,Female,0
Municipal,2015,15-19,Female,10
Municipal,2015,20-24,Female,20
Municipal,2015,25-29,Female,15
Municipal,2015,30-34,Female,21
Municipal,2015,35-39,Female,12
Municipal,2015,40-44,Female,24
Municipal,2015,45-49,Female,25
Municipal,2015,50-54,Female,27
Municipal,2015,55-59,Female,20
Municipal,2015,60-64,Female,10
Municipal,2015,65+,Female,5
Municipal,2015,NA,Female,0
Municipal,2016,15-19,Female,14
Municipal,2016,20-24,Female,23
Municipal,2016,25-29,Female,9
Municipal,2016,30-34,Female,14
Municipal,2016,35-39,Female,21
Municipal,2016,40-44,Female,16
Municipal,2016,45-49,Female,21
Municipal,2016,50-54,Female,28
Municipal,2016,55-59,Female,18
Municipal,2016,60-64,Female,12
Municipal,2016,65+,Female,5
Municipal,2016,NA,Female,1
Municipal,2017,15-19,Female,19
Municipal,2017,20-24,Female,29
Municipal,2017,25-29,Female,21
Municipal,2017,30-34,Female,18
Municipal,2017,35-39,Female,17
Municipal,2017,40-44,Female,17
Municipal,2017,45-49,Female,30
Municipal,2017,50-54,Female,34
Municipal,2017,55-59,Female,27
Municipal,2017,60-64,Female,17
Municipal,2017,65+,Female,3
Municipal,2017,NA,Female,2
Municipal,2018,15-19,Female,23
Municipal,2018,20-24,Female,32
Municipal,2018,25-29,Female,21
Municipal,2018,30-34,Female,17
Municipal,2018,35-39,Female,21
Municipal,2018,40-44,Female,19
Municipal,2018,45-49,Female,38
Municipal,2018,50-54,Female,39
Municipal,2018,55-59,Female,23
Municipal,2018,60-64,Female,13
Municipal,2018,65+,Female,11
Municipal,2018,NA,Female,1
Municipal,2019,15-19,Female,25
Municipal,2019,20-24,Female,29
Municipal,2019,25-29,Female,28
Municipal,2019,30-34,Female,21
Municipal,2019,35-39,Female,20
Municipal,2019,40-44,Female,24
Municipal,2019,45-49,Female,24
Municipal,2019,50-54,Female,36
Municipal,2019,55-59,Female,33
Municipal,2019,60-64,Female,18
Municipal,2019,65+,Female,12
Municipal,2019,NA,Female,0
Primary Metals,2011,15-19,Female,0
Primary Metals,2011,20-24,Female,0
Primary Metals,2011,25-29,Female,0
Primary Metals,2011,30-34,Female,1
Primary Metals,2011,35-39,Female,3
Primary Metals,2011,40-44,Female,2
Primary Metals,2011,45-49,Female,5
Primary Metals,2011,50-54,Female,5
Primary Metals,2011,55-59,Female,0
Primary Metals,2011,60-64,Female,2
Primary Metals,2011,65+,Female,0
Primary Metals,2011,NA,Female,0
Primary Metals,2012,15-19,Female,0
Primary Metals,2012,20-24,Female,1
Primary Metals,2012,25-29,Female,1
Primary Metals,2012,30-34,Female,0
Primary Metals,2012,35-39,Female,2
Primary Metals,2012,40-44,Female,0
Primary Metals,2012,45-49,Female,3
Primary Metals,2012,50-54,Female,5
Primary Metals,2012,55-59,Female,4
Primary Metals,2012,60-64,Female,1
Primary Metals,2012,65+,Female,0
Primary Metals,2012,NA,Female,0
Primary Metals,2013,15-19,Female,1
Primary Metals,2013,20-24,Female,0
Primary Metals,2013,25-29,Female,3
Primary Metals,2013,30-34,Female,1
Primary Metals,2013,35-39,Female,3
Primary Metals,2013,40-44,Female,2
Primary Metals,2013,45-49,Female,2
Primary Metals,2013,50-54,Female,5
Primary Metals,2013,55-59,Female,1
Primary Metals,2013,60-64,Female,0
Primary Metals,2013,65+,Female,0
Primary Metals,2013,NA,Female,0
Primary Metals,2014,15-19,Female,0
Primary Metals,2014,20-24,Female,1
Primary Metals,2014,25-29,Female,0
Primary Metals,2014,30-34,Female,0
Primary Metals,2014,35-39,Female,2
Primary Metals,2014,40-44,Female,3
Primary Metals,2014,45-49,Female,5
Primary Metals,2014,50-54,Female,5
Primary Metals,2014,55-59,Female,3
Primary Metals,2014,60-64,Female,0
Primary Metals,2014,65+,Female,0
Primary Metals,2014,NA,Female,0
Primary Metals,2015,15-19,Female,0
Primary Metals,2015,20-24,Female,0
Primary Metals,2015,25-29,Female,2
Primary Metals,2015,30-34,Female,1
Primary Metals,2015,35-39,Female,0
Primary Metals,2015,40-44,Female,0
Primary Metals,2015,45-49,Female,1
Primary Metals,2015,50-54,Female,4
Primary Metals,2015,55-59,Female,0
Primary Metals,2015,60-64,Female,1
Primary Metals,2015,65+,Female,0
Primary Metals,2015,NA,Female,0
Primary Metals,2016,15-19,Female,0
Primary Metals,2016,20-24,Female,0
Primary Metals,2016,25-29,Female,2
Primary Metals,2016,30-34,Female,1
Primary Metals,2016,35-39,Female,1
Primary Metals,2016,40-44,Female,3
Primary Metals,2016,45-49,Female,1
Primary Metals,2016,50-54,Female,1
Primary Metals,2016,55-59,Female,1
Primary Metals,2016,60-64,Female,0
Primary Metals,2016,65+,Female,1
Primary Metals,2016,NA,Female,0
Primary Metals,2017,15-19,Female,0
Primary Metals,2017,20-24,Female,2
Primary Metals,2017,25-29,Female,0
Primary Metals,2017,30-34,Female,2
Primary Metals,2017,35-39,Female,2
Primary Metals,2017,40-44,Female,3
Primary Metals,2017,45-49,Female,4
Primary Metals,2017,50-54,Female,6
Primary Metals,2017,55-59,Female,2
Primary Metals,2017,60-64,Female,0
Primary Metals,2017,65+,Female,0
Primary Metals,2017,NA,Female,0
Primary Metals,2018,15-19,Female,0
Primary Metals,2018,20-24,Female,1
Primary Metals,2018,25-29,Female,4
Primary Metals,2018,30-34,Female,3
Primary Metals,2018,35-39,Female,3
Primary Metals,2018,40-44,Female,4
Primary Metals,2018,45-49,Female,6
Primary Metals,2018,50-54,Female,3
Primary Metals,2018,55-59,Female,3
Primary Metals,2018,60-64,Female,3
Primary Metals,2018,65+,Female,0
Primary Metals,2018,NA,Female,0
Primary Metals,2019,15-19,Female,0
Primary Metals,2019,20-24,Female,3
Primary Metals,2019,25-29,Female,5
Primary Metals,2019,30-34,Female,3
Primary Metals,2019,35-39,Female,0
Primary Metals,2019,40-44,Female,7
Primary Metals,2019,45-49,Female,4
Primary Metals,2019,50-54,Female,4
Primary Metals,2019,55-59,Female,2
Primary Metals,2019,60-64,Female,1
Primary Metals,2019,65+,Female,2
Primary Metals,2019,NA,Female,0
Pulp & Paper,2011,15-19,Female,1
Pulp & Paper,2011,20-24,Female,0
Pulp & Paper,2011,25-29,Female,2
Pulp & Paper,2011,30-34,Female,0
Pulp & Paper,2011,35-39,Female,5
Pulp & Paper,2011,40-44,Female,0
Pulp & Paper,2011,45-49,Female,4
Pulp & Paper,2011,50-54,Female,5
Pulp & Paper,2011,55-59,Female,2
Pulp & Paper,2011,60-64,Female,4
Pulp & Paper,2011,65+,Female,0
Pulp & Paper,2011,NA,Female,0
Pulp & Paper,2012,15-19,Female,1
Pulp & Paper,2012,20-24,Female,0
Pulp & Paper,2012,25-29,Female,0
Pulp & Paper,2012,30-34,Female,0
Pulp & Paper,2012,35-39,Female,3
Pulp & Paper,2012,40-44,Female,3
Pulp & Paper,2012,45-49,Female,3
Pulp & Paper,2012,50-54,Female,1
Pulp & Paper,2012,55-59,Female,1
Pulp & Paper,2012,60-64,Female,1
Pulp & Paper,2012,65+,Female,0
Pulp & Paper,2012,NA,Female,0
Pulp & Paper,2013,15-19,Female,0
Pulp & Paper,2013,20-24,Female,0
Pulp & Paper,2013,25-29,Female,0
Pulp & Paper,2013,30-34,Female,0
Pulp & Paper,2013,35-39,Female,0
Pulp & Paper,2013,40-44,Female,2
Pulp & Paper,2013,45-49,Female,3
Pulp & Paper,2013,50-54,Female,0
Pulp & Paper,2013,55-59,Female,2
Pulp & Paper,2013,60-64,Female,2
Pulp & Paper,2013,65+,Female,1
Pulp & Paper,2013,NA,Female,0
Pulp & Paper,2014,15-19,Female,0
Pulp & Paper,2014,20-24,Female,0
Pulp & Paper,2014,25-29,Female,1
Pulp & Paper,2014,30-34,Female,0
Pulp & Paper,2014,35-39,Female,1
Pulp & Paper,2014,40-44,Female,2
Pulp & Paper,2014,45-49,Female,2
Pulp & Paper,2014,50-54,Female,5
Pulp & Paper,2014,55-59,Female,2
Pulp & Paper,2014,60-64,Female,0
Pulp & Paper,2014,65+,Female,1
Pulp & Paper,2014,NA,Female,0
Pulp & Paper,2015,15-19,Female,0
Pulp & Paper,2015,20-24,Female,0
Pulp & Paper,2015,25-29,Female,0
Pulp & Paper,2015,30-34,Female,2
Pulp & Paper,2015,35-39,Female,2
Pulp & Paper,2015,40-44,Female,0
Pulp & Paper,2015,45-49,Female,1
Pulp & Paper,2015,50-54,Female,2
Pulp & Paper,2015,55-59,Female,3
Pulp & Paper,2015,60-64,Female,1
Pulp & Paper,2015,65+,Female,0
Pulp & Paper,2015,NA,Female,0
Pulp & Paper,2016,15-19,Female,0
Pulp & Paper,2016,20-24,Female,1
Pulp & Paper,2016,25-29,Female,0
Pulp & Paper,2016,30-34,Female,2
Pulp & Paper,2016,35-39,Female,0
Pulp & Paper,2016,40-44,Female,1
Pulp & Paper,2016,45-49,Female,6
Pulp & Paper,2016,50-54,Female,3
Pulp & Paper,2016,55-59,Female,0
Pulp & Paper,2016,60-64,Female,1
Pulp & Paper,2016,65+,Female,0
Pulp & Paper,2016,NA,Female,0
Pulp & Paper,2017,15-19,Female,0
Pulp & Paper,2017,20-24,Female,1
Pulp & Paper,2017,25-29,Female,2
Pulp & Paper,2017,30-34,Female,1
Pulp & Paper,2017,35-39,Female,3
Pulp & Paper,2017,40-44,Female,1
Pulp & Paper,2017,45-49,Female,0
Pulp & Paper,2017,50-54,Female,8
Pulp & Paper,2017,55-59,Female,1
Pulp & Paper,2017,60-64,Female,0
Pulp & Paper,2017,65+,Female,0
Pulp & Paper,2017,NA,Female,0
Pulp & Paper,2018,15-19,Female,0
Pulp & Paper,2018,20-24,Female,2
Pulp & Paper,2018,25-29,Female,0
Pulp & Paper,2018,30-34,Female,3
Pulp & Paper,2018,35-39,Female,1
Pulp & Paper,2018,40-44,Female,3
Pulp & Paper,2018,45-49,Female,4
Pulp & Paper,2018,50-54,Female,7
Pulp & Paper,2018,55-59,Female,2
Pulp & Paper,2018,60-64,Female,1
Pulp & Paper,2018,65+,Female,0
Pulp & Paper,2018,NA,Female,0
Pulp & Paper,2019,15-19,Female,0
Pulp & Paper,2019,20-24,Female,3
Pulp & Paper,2019,25-29,Female,1
Pulp & Paper,2019,30-34,Female,0
Pulp & Paper,2019,35-39,Female,1
Pulp & Paper,2019,40-44,Female,2
Pulp & Paper,2019,45-49,Female,1
Pulp & Paper,2019,50-54,Female,3
Pulp & Paper,2019,55-59,Female,4
Pulp & Paper,2019,60-64,Female,2
Pulp & Paper,2019,65+,Female,2
Pulp & Paper,2019,NA,Female,0
Schedule 2,2011,15-19,Female,50
Schedule 2,2011,20-24,Female,181
Schedule 2,2011,25-29,Female,462
Schedule 2,2011,30-34,Female,627
Schedule 2,2011,35-39,Female,781
Schedule 2,2011,40-44,Female,892
Schedule 2,2011,45-49,Female,1104
Schedule 2,2011,50-54,Female,1126
Schedule 2,2011,55-59,Female,761
Schedule 2,2011,60-64,Female,389
Schedule 2,2011,65+,Female,92
Schedule 2,2011,NA,Female,0
Schedule 2,2012,15-19,Female,38
Schedule 2,2012,20-24,Female,158
Schedule 2,2012,25-29,Female,410
Schedule 2,2012,30-34,Female,578
Schedule 2,2012,35-39,Female,751
Schedule 2,2012,40-44,Female,858
Schedule 2,2012,45-49,Female,1086
Schedule 2,2012,50-54,Female,1193
Schedule 2,2012,55-59,Female,751
Schedule 2,2012,60-64,Female,391
Schedule 2,2012,65+,Female,88
Schedule 2,2012,NA,Female,1
Schedule 2,2013,15-19,Female,52
Schedule 2,2013,20-24,Female,187
Schedule 2,2013,25-29,Female,412
Schedule 2,2013,30-34,Female,615
Schedule 2,2013,35-39,Female,796
Schedule 2,2013,40-44,Female,892
Schedule 2,2013,45-49,Female,1066
Schedule 2,2013,50-54,Female,1232
Schedule 2,2013,55-59,Female,813
Schedule 2,2013,60-64,Female,391
Schedule 2,2013,65+,Female,117
Schedule 2,2013,NA,Female,4
Schedule 2,2014,15-19,Female,61
Schedule 2,2014,20-24,Female,180
Schedule 2,2014,25-29,Female,435
Schedule 2,2014,30-34,Female,619
Schedule 2,2014,35-39,Female,798
Schedule 2,2014,40-44,Female,892
Schedule 2,2014,45-49,Female,1094
Schedule 2,2014,50-54,Female,1137
Schedule 2,2014,55-59,Female,892
Schedule 2,2014,60-64,Female,405
Schedule 2,2014,65+,Female,135
Schedule 2,2014,NA,Female,0
Schedule 2,2015,15-19,Female,71
Schedule 2,2015,20-24,Female,188
Schedule 2,2015,25-29,Female,422
Schedule 2,2015,30-34,Female,596
Schedule 2,2015,35-39,Female,783
Schedule 2,2015,40-44,Female,950
Schedule 2,2015,45-49,Female,1033
Schedule 2,2015,50-54,Female,1154
Schedule 2,2015,55-59,Female,865
Schedule 2,2015,60-64,Female,425
Schedule 2,2015,65+,Female,131
Schedule 2,2015,NA,Female,1
Schedule 2,2016,15-19,Female,79
Schedule 2,2016,20-24,Female,248
Schedule 2,2016,25-29,Female,502
Schedule 2,2016,30-34,Female,667
Schedule 2,2016,35-39,Female,935
Schedule 2,2016,40-44,Female,1057
Schedule 2,2016,45-49,Female,1092
Schedule 2,2016,50-54,Female,1374
Schedule 2,2016,55-59,Female,1016
Schedule 2,2016,60-64,Female,480
Schedule 2,2016,65+,Female,154
Schedule 2,2016,NA,Female,1
Schedule 2,2017,15-19,Female,82
Schedule 2,2017,20-24,Female,291
Schedule 2,2017,25-29,Female,622
Schedule 2,2017,30-34,Female,745
Schedule 2,2017,35-39,Female,971
Schedule 2,2017,40-44,Female,1113
Schedule 2,2017,45-49,Female,1180
Schedule 2,2017,50-54,Female,1404
Schedule 2,2017,55-59,Female,1012
Schedule 2,2017,60-64,Female,490
Schedule 2,2017,65+,Female,166
Schedule 2,2017,NA,Female,2
Schedule 2,2018,15-19,Female,104
Schedule 2,2018,20-24,Female,304
Schedule 2,2018,25-29,Female,769
Schedule 2,2018,30-34,Female,819
